Item No.,ONS Item Description ,Sort Field,S or Q,Seasonal months,Months,J,F,M,A,M,J,J,A,S,O,N,D,Label 1,Label 2,Label 3,Label 4,Label 5,Fixed Desc. Line 1,Fixed Desc. Line 2,Fixed Desc. Line 3,Fixed Desc. Line 4,Fixed Desc. Line 5,HELP line 1,HELP line 2,HELP line 3,HELP line 4,HELP line 5,HELP line 6,c1,c2,c3,c4,c5,n1,n2,n3,n4,n5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212405,"Frozen chips, 900g-1kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,," State weight,change=N.Crinkle/straight=C", State if oven or for frying. Change=(N)., Must be plain not coated/spiced., Do not price 'wedges' or re-formed mashed potato., Only price organic if represents outlet., Try not to switch btw own-label&branded(N).,Other,Same or similar brand of same quality,Change between crinkle or straight cut,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change between oven or frying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212609,"Frozen garden peas, 800g-1kg bag",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between = (N)., State type e.g. minted., Same item with/without mint = (C)., , Only price organic if representative of outlet., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212918,"Frozen ready-cooked meal, to serve one",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight.Change between=N," E.g. lasagne,chilli & rice,meat & vegetables"," Try to price meat/chicken/fish, not vegetarian", Same item different flavour=C, Only price organic if representative of outlet, Try not to switch between own-label & branded(N),Other,Same or similar brand of same quality,Same item different flavour,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212924,"Frozen pizza, medium size, 300-450g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between = (N)., State toppings / flavour., Same item different flavour = (C)., State base thickness. Change = (N)., Only price organic if representative of outlet., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Same item different flavour,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change in base thickness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212928,"Frozen Vegetarian Burger/grills, Pack, 200-454",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change btwn=N. Change of no.= N.," State Grill or Burger, change=N", State flavour.Same item different flavour=C,Must state vegetarian. No buns. Quorn OK," No nut cutlets. Breaded veg grill ok, change=N.", Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,Same item different flavour,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change between grill or burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212933,"Ice Cream, 500ml - 1 litre, specify flavour",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight. Change between = (N)., Can be dairy or non-dairy. Change between = (N)., State flavour. Same item different flavour = (C)., , Only price organic if representative of outlet., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,"Same item,different flavour",,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211019,"Frozen chicken nuggets, 220-600g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Meat Content,Coating,Other,,,,,, State weight.Change=N," Can be breaded or battered,change=N", Can price variants eg mini/popcorn/southern fried," dippers.State in description, change=N"," Record meat content from back of pack, change=N", Own-label to branded=N.,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,Change between breaded & battered,Change between flavour / type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212938,Chocolate covered ice cream bar 80-130ml eg Magnum,2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State size if available.Change=N, Bar (e.g Mars)or on a stick.Enter full name, Can be 1 from multipack., Change between single & multipack=N," State no in pack, change = N.", Try not to switch between own-label & branded(N),Other,Same or similar brand of same quality,Same or similar type,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size or type,Change in number in pack,Change between single & multipack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,F- CAKE LOOSE,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210319,"Doughnut, each",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, Can be loose or multipack-price 1 doughnut," Can be ring, iced or jam, change=C", Do not price cream, Price same multipack size each month.Change=N, Change between pre-packed & loose=N, Try not to switch between own-label & branded(N),Other,Same or similar brand of same quality if prepack,Same or similar filling,,,Other,Change between multi-pack and single,Change in number in multi-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,F- BREAD - GARLIC,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210114,"Chilled garlic bread, eg baguette, each",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,," Can be baguette, ciabatta or flat bread", Change = N. Do not price with added cheese., Do not price frozen.," Can be single or from multipack, change = N", Only price organic if representative of outlet., Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,F- BREAD - SLICED,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210111,"White sliced loaf, branded (800g)",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/size,Other1,Other2,Other3,,,,,," Industrially wrapped, not baked/sliced in store", Can include shops own brand.State type," e.g.farmhouse,tin.State slice thickness.Change=C", DoNot price mixed flour loaves, Only price organic if represents outlet, Try not to switch btw own-label&branded=N,Other,Same or similar brand of same quality,Change in loaf type,Change in slice thickness,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210113,"Wholemeal sliced loaf, branded (800g)",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/size,Other1,Other2,Other3,,,,,," Industrially wrapped,not baked/sliced instore"," Can inc shop's own brand.Must be wholemeal,not", granary/just brown.State slice thickness.Change=C, Do not price mixed plain/wholemeal flour loaves., , Try not to switch between own-label & branded(N),Other,Same or similar brand of same quality,Change in slice thickness,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,F- OFF SALES-BEERS & SPIRITS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310207,"Bitter, 4 cans, 440-500ml, 3.4% - 7.5% ABV",2,,,111111111111,,,,,,,,,,,,,Brewery,Name,Can size (ml),ABV,Other,,,,,, Draught flow with 'widget' to standard=N, Any change >0.5% =C. Change of 0.6 or more =N, Multiply up from single can if necessary, Single can to multipack change=N, Change of can size=N, Mild/cream/tandard changes=N,Other,Same or similar brand of same quality,Same or similar brand of same ABV,,,Other,"Change between branded/own-brand, or different quality brand",Change in size or ABV,Change between different size cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310215,"Lager 4 bottles, 4.3%-7.5% ABV (275-340ml per bot)",2,,,111111111111,,,,,,,,,,,,,Brewery,Name,Btle Size(ml),ABV,Other2,,,,,, Multiply up from single bottle if necessary., Change between multipack and single = N.," State bottle size, change of size = (N).", ABV Any change of 0.5% or less = C. Any change of, 0.6% or more = N., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Same or similar brand of same ABV,,,Other,"Change between branded/own-brand, or different quality brand",Change in size or ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310401,"Whisky, 70 cl bottle",2,,,111111111111,,,,,,,,,,,,,Brand,Type,Size (cl),ABV,Other,,,,,, ABV change of +/-2% = C; +/- 2.1% = N., Bushmills whiskey OK., Malt and blended whisky=N.Do not price imported," Whiskey, ie; Jack Daniels or Irish Whiskey. State", if price is from list or staff. Don't switch btw, own-label&branded(N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310403,"Vodka, 70 cl bottle",2,,,111111111111,,,,,,,,,,,,,Brand,Type,Size (cl),ABV,Other,,,,,, ABV change of +/-2% = C. Change of +/- 2.1% = N., State bottle colour / markings to distinguish it., , , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310405,"Brandy, 68-70 cl bottle",2,,,111111111111,,,,,,,,,,,,,Brand,Type,Size,ABV,Other,,,,,," State size of bottle, change of size = (N).", Also called cognac., ABV change of +/-2% = C. Change of +/- 2.1% = N., State bottle colour / markings to distinguish it., , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310219,"Stout, 4 can pack, 440 - 500ml, 3.4% - 7.5% ABV",2,,,111111111111,,,,,,,,,,,,,Brand,Type,Size,ABV,Other,,,,,," Can be Guiness, Murphy's or similar.","Must be canned, price 4 pk or","multiply up single can, change = N. ",Cream/Milk stout OK. Change size = N code, ABV change <0.5% = C., ABV Change of 0.6% or more = N,Other,Same or similar brand of same quality, ABV change <0.5%,,,Other,"Change between branded/own-brand, or different quality brand", ABV change 0.6% or more, Change of can size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310427,"Rum, white eg Bacardi, 70cl bottle",2,,,111111111111,,,,,,,,,,,,,Brand,Type,Size (cl),ABV,Other,,,,,, Price white rum only., ABV change of +/- 2% = C. , ABV change of +/- 2.1% = N.,,, Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,ABV change 2% or less,,,Other,"Change between branded/own-brand, or different quality brand", ABV change 2.1% or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"F- OFF SALES-CIDER,& WINE",1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310218,"Apple Cider, bottle 500-750ml, 4.5%-5.5% ABV",2,,,111111111111,,,,,,,,,,,,,Brewery,Name,Size (ml),Sweet/dry,ABV,,,,,, State size of bottle.  Change in size = N., State bottle colour /markings to distinguish it, Do NOT price other fruit ciders, ABV - Any change of 0.5% or less = C. Any change, of 0.6% or more = N., Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,ABV change less than 0.5%,,,Other,"Change between branded/own-brand, or different quality brand",Change in size or ABV of 0.6% or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310406,"Fortified Wine eg Sherry/Port, 70-75 cl bottle",2,,,111111111111,,,,,,,,,,,,,Brand,Type,Cntry/Region,ABV/Size,Other,,,,,, Can price from any country including Britain.," State size, change in size = (N).", State bottle colour / markings to distinguish it., , ABV change of +/-2% = C. Change of +/- 2.1% = N., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310417,Spirit based drink 275ml - see help screen,2,,,111111111111,,,,,,,,,,,,,Brand,Type,Size (cl),ABV,Other,,,,,, Price for individual bottle, Can calculate from 4pack.Also known as 'Alcopop', Often spirit mixed with fruit juice, ABV change of +/-2%=C.Change of +/- 2.1%=N.,"Examples=Bacardi Breezer, Smirnoff Ice & WKD",No pre-mixed cocktails eg gin & tonic,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in size or ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310419,"White Wine, European (75cl bottle)",2,,,111111111111,,,,,,,,,,,,,Brand,Year/Name,Cntry/Region,ABV/Size,Other,,,,,," State country of origin, must be europe."," e.g. France, Germany, Italy.", ABV change of +/-2% = C. Change of +/- 2.1% = N., Change of year= C, State position/shelf., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Change of year,,,Other,"Change between branded/own-brand, or different quality brand",Change is size or ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310420,"White Wine, New World (75cl bottle)",2,,,111111111111,,,,,,,,,,,,,Brand,Year/Name,Cntry/Region,ABV/Size,Other,,,,,," State country of origin, must NOT be europe."," e.g. Australia, New Zealand, S Africa, S America.", ABV change of +/-2% = C. Change of +/- 2.1% = N., Change of year= C, State position/shelf., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Change of year,,,Other,"Change between branded/own-brand, or different quality brand",Change is size or ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310421,"Red Wine, European (75cl bottle)",2,,,111111111111,,,,,,,,,,,,,Brand,Year/Name,Cntry/Region,ABV/Size,Other,,,,,," State country of origin, must be europe."," e.g. France, Germany, Italy.", ABV change of +/-2% = C. Change of +/- 2.1% = N., Change of year= C, State position/shelf., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Change of year,,,Other,"Change between branded/own-brand, or different quality brand",Change is size or ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310422,"Red Wine, New World (75cl bottle)",2,,,111111111111,,,,,,,,,,,,,Brand,Year/Name,Cntry/Region,ABV/Size,Other,,,,,," State country of origin, must NOT be europe."," e.g. Australia, New Zealand, S Africa, S America.", ABV change of +/-2% = C. Change of +/- 2.1% = N., Change of year= C, State position/shelf., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,Change of year,,,Other,"Change between branded/own-brand, or different quality brand",Change is size or ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310423,Bottle of Champagne 75cl,2,,,111111111111,,,,,,,,,,,,,Brand/variety,Quantity (cl),ABV,Vintage?,Other,,,,,, State size and brand, ABV change of +/-2% = C. Change of +/- 2.1% = N., State position/shelf., , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310425,"Rose Wine,  75cl bottle, specify Country of Origin",2,,,111111111111,,,,,,,,,,,,,Brand,Year/Name,Cntry/Region,ABV/Size,Other,,,,,," State CoO, change btw (non)European=N", ABV change of +/-2%=C., Change of +/-2.1%=N, Change of year= C, State position/shelf., Try not to switch btw own-label&branded(N).,Other,Same or similar brand of same quality,Change of year,,,Other,"Change between branded/own-brand, or different quality brand",Change in size or ABV over 2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310426,"Sparkling Wine, red or white, 75cl bottle",2,,,111111111111,,,,,,,,,,,,,Brand,Year/Name,Cntry/Region,ABV/Size,Other,,,,,,"No Rose, Champagne or spritzer",Change red/white=N Change CoO=N,Change of year = C,"Cave, Prosecco, Asti ok.",ABV 11% or above only, Try not to switch btw own-label&branded(N).,Other,Same or similar brand of same quality,Change of year,ABV change of 2% or less,,Other,"Change between branded/own-brand, or different quality brand",change between red/white,Change in CoO,Change in size or ABV over 2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,O- CIGARETTES & TOBACCO,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320108,20 Benson & Hedges Gold (King Size),2,,,111111111111,,,,,,,,,,,,,Brand/type,No. in pack,Pack Descrip,Other1,Other2,,,,,, Must only be Gold pack., State colour of box & any markings., If prices are behind a counter and assistance, is given state that the price is verbal., Ensure KING size., ,Other,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320112,20 Silk Cut Silver (Ultra Low Tar),2,,,111111111111,,,,,,,,,,,,,Brand/type,No. in pack,Pack Descrip,Other1,Other2,,,,,, Ensure ULTRA low., State colour of box & any markings., If prices are behind a counter and assistance, is given state that the price is verbal., , ,Other,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320115,20 Lambert & Butler king size,2,,,111111111111,,,,,,,,,,,,,Brand/type,No. in pack,Pack Descrip,Other1,Other2,,,,,, State colour of box & any markings., If prices are behind a counter and assistance, is given state that the price is verbal., Ensure King size., , ,Other,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320121,20 Berkley Mentholated Cigarettes,2,,,111111111111,,,,,,,,,,,,,Brand/type,Pack Description,Other1,Other2,Other3,,,,,, State colour of box & any markings., If prices are behind a counter and assistance, is given state that the price is verbal., Ensure Superkings, , ,Other,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
